gene	chromosome	start	end	strand	annotated	type	meanPSI	d_prolif	t_prolif	p_prolif	FDR_prolif	d_age	FDR_age	d_age_adj	FDR_age_adj	machinery	named
RBBP4	chr1	32681861	32684009	-	1	alternative acceptor	0.765641982667385	-0.219163549266641	-3.09431076436203	0.00254005514287055	0.0128171031764136	0.010807471501009	0.941406122136108	-0.0362598348366504	0.86095732319391	FALSE	FALSE
RBBP4	chr1	32681861	32684257	-	1	alternative acceptor	0.234358017332615	0.219163549266641	3.09431076436203	0.00254005514287055	0.0128171031764136	-0.010807471501009	0.941406122136108	0.0362598348366504	0.86095732319391	FALSE	FALSE
TRAPPC3	chr1	36140167	36149091	-	1	alternative acceptor		-0.105391750367371	-0.742139214570837	0.459760121580108	0.649084339349916	0.0343325701266373	0.861321182717944	0.0173955291045037	1	FALSE	FALSE
TRAPPC3	chr1	36140167	36149336	-	1	alternative acceptor		0.105391750367371	0.742139214570837	0.459760121580108	0.649084339349916	-0.0343325701266373	0.861321182717944	-0.0173955291045037	1	FALSE	FALSE
MAP7D1	chr1	36173479	36174897	+	1	alternative acceptor	0.491149278407158	0.00458870855914161	0.0570776670712507	0.954593906806584	1	-0.0469304476276447	0.549633883024578	-0.0546823030447213	0.763742089132858	FALSE	FALSE
MAP7D1	chr1	36173479	36176198	+	1	alternative acceptor	0.508850721592842	-0.00458870855914161	-0.0570776670712507	0.954593906806584	1	0.0469304476276446	0.549633883024578	0.0546823030447212	0.763742089132858	FALSE	FALSE
MAP7D1	chr1	36179316	36179511	+	1	alternative acceptor	0.116944754195474	0.0574417152969985	0.83893597825931	0.403448068699578	0.596480782740467	0.050822919428373	0.4047453079066	0.0731967980801911	0.425255625789379	FALSE	FALSE
MAP7D1	chr1	36179316	36179514	+	1	alternative acceptor	0.883055245804526	-0.0574417152969985	-0.838935978259311	0.403448068699578	0.596480782740467	-0.0508229194283729	0.4047453079066	-0.073196798080191	0.425255625789379	FALSE	FALSE
THRAP3	chr1	36301085	36301552	+	1	alternative acceptor	0.607363516230988	-0.0280274021614589	-0.894655481712263	0.373057153927892	0.573324618395283	0.0136653925175607	0.694106923497671	0.00994419454967062	0.983234759464368	FALSE	FALSE
THRAP3	chr1	36301085	36301555	+	1	alternative acceptor	0.392636483769012	0.0280274021614589	0.894655481712263	0.373057153927892	0.573324618395283	-0.0136653925175607	0.694106923497671	-0.00994419454967062	0.983234759464368	FALSE	FALSE
PABPC4	chr1	39563923	39564422	-	1	alternative acceptor	0.724797508737176	-0.131526189917558	-3.65873964856056	0.000401566673514623	0.00290580480132603	0.00417149421563674	0.971905873218505	-0.0245078838987444	0.763742089132858	FALSE	FALSE
PABPC4	chr1	39563923	39564470	-	1	alternative acceptor	0.275202491262824	0.131526189917559	3.65873964856056	0.00040156667351462	0.00290580480132603	-0.00417149421563673	0.971905873218505	0.0245078838987444	0.763742089132858	FALSE	FALSE
CAP1	chr1	40059459	40060066	+	1	alternative acceptor	0.896296434260957	0.0434916277298684	1.40550687172786	0.162879805055904	0.320019767183784	0.00283771046817268	0.983878662274079	0.0131100158721697	0.91701834432199	FALSE	FALSE
CAP1	chr1	40059459	40060069	+	1	alternative acceptor	0.103703565739043	-0.0434916277298684	-1.40550687172786	0.162879805055904	0.320019767183784	-0.0028377104681727	0.983878662274079	-0.0131100158721697	0.91701834432199	FALSE	FALSE
P3H1	chr1	42746853	42747252	-	1	alternative acceptor	0.187087992701945	0.305860405360004	3.30718481748959	0.00129830599682209	0.00762614627839712	-0.0523320985607196	0.599460639389804	0.00638558030751835	1	FALSE	FALSE
P3H1	chr1	42746853	42747271	-	1	alternative acceptor	0.812912007298055	-0.305860405360004	-3.30718481748959	0.00129830599682208	0.00762614627839712	0.0523320985607196	0.599460639389804	-0.00638558030751833	1	FALSE	FALSE
ELOVL1	chr1	43365009	43365185	-	1	alternative acceptor	0.93602265533212	-0.246268908122777	-3.94295499116047	0.000146987522892699	0.00127114541860004	0.0670447381766605	0.196528827204939	0.0244270168846241	0.941874636349608	FALSE	FALSE
ELOVL1	chr1	43365009	43365563	-	1	alternative acceptor	0.0639773446678795	0.246268908122777	3.94295499116047	0.000146987522892699	0.00127114541860004	-0.0670447381766605	0.196528827204939	-0.0244270168846241	0.941874636349608	FALSE	FALSE
ELOVL1	chr1	43365624	43367485	-	1	alternative acceptor	0.261016157415873	-0.00735349974785177	-0.0509637367890689	0.959453119846329	1	0.0255762222980549	0.918205634370744	0.0287139032779354	1	FALSE	FALSE
ELOVL1	chr1	43365624	43367914	-	1	alternative acceptor	0.738983842584127	0.00735349974785186	0.0509637367890696	0.959453119846328	1	-0.0255762222980549	0.918205634370744	-0.0287139032779354	1	FALSE	FALSE
ATP6V0B	chr1	43975108	43975799	+	1	alternative acceptor		-0.138024526442436	-1.20848839771115	0.229681229182516	0.407325850579679	0.0430279813308006	0.747922542055103	0.0202295178598243	1	FALSE	FALSE
ATP6V0B	chr1	43975108	43976089	+	1	alternative acceptor		0.138024526442436	1.20848839771114	0.229681229182516	0.407325850579679	-0.0430279813308006	0.747922542055103	-0.0202295178598243	1	FALSE	FALSE
MAGOH	chr1	53228955	53233541	-	1	alternative acceptor	0.872906605485696	-0.0724633587970686	-0.779529888015253	0.437455129678814	0.628022328424504	-0.0291484542808108	0.800312332292369	-0.0508321269106005	0.846802145998523	TRUE	FALSE
MAGOH	chr1	53228955	53235576	-	1	alternative acceptor	0.127093394514304	0.0724633587970685	0.779529888015252	0.437455129678815	0.628022328424504	0.0291484542808108	0.800312332292369	0.0508321269106005	0.846802145998523	TRUE	FALSE
TMEM59	chr1	54043526	54045691	-	1	alternative acceptor	0.980929934511448	-0.0970198037048678	-1.7347252293497	0.0857808605134408	0.196326182103777	0.0388779032082812	0.448894884049244	0.0244202110042479	0.916595151474288	FALSE	FALSE
TMEM59	chr1	54043526	54052999	-	1	alternative acceptor	0.0190700654885519	0.0970198037048681	1.7347252293497	0.08578086051344	0.196326182103777	-0.0388779032082813	0.448894884049244	-0.0244202110042479	0.916595151474288	FALSE	FALSE
SRSF11	chr1	70250504	70250607	+	1	alternative acceptor	0.68413154641155	-0.00294026134158367	-0.138306393787199	0.89026830636579	0.979188290350915	0.0129073493135828	0.52515960178129	0.0146634583450741	0.760091232332566	FALSE	FALSE
SRSF11	chr1	70250504	70250610	+	1	alternative acceptor	0.31586845358845	0.00294026134158367	0.138306393787199	0.89026830636579	0.979188290350915	-0.0129073493135828	0.52515960178129	-0.0146634583450741	0.760091232332566	FALSE	FALSE
ZRANB2	chr1	71065138	71065677	-	1	alternative acceptor	0.742799663264697	-0.162458182946704	-3.61421527552246	0.000467940609097618	0.00330866114665489	0.0146617982567402	0.801972247284422	-0.0189833490635486	0.91701834432199	FALSE	FALSE
ZRANB2	chr1	71065138	71066775	-	1	alternative acceptor	0.257200336735303	0.162458182946704	3.61421527552246	0.000467940609097619	0.00330866114665489	-0.0146617982567402	0.801972247284422	0.0189833490635486	0.91701834432199	FALSE	FALSE
CCN1	chr1	85582625	85582739	+	1	alternative acceptor	0.98570107513905	0.108679066582056	2.66087912103306	0.00904176174817414	0.034798693157872	-0.0320241495264802	0.386009838227096	-0.0136727816824058	0.979332796962311	FALSE	FALSE
CCN1	chr1	85582625	85582742	+	1	alternative acceptor	0.0142989248609503	-0.108679066582057	-2.66087912103307	0.00904176174817381	0.034798693157872	0.0320241495264802	0.386009838227096	0.0136727816824057	0.979332796962311	FALSE	FALSE
SELENOF	chr1	86863606	86868052	-	1	alternative acceptor	0.928130315061536	-0.232663972148929	-3.74818284135667	0.000294232807065035	0.00226912874564214	-0.00768139845429018	0.965807695505628	-0.0612314449503614	0.482705558022424	FALSE	FALSE
SELENOF	chr1	86863606	86880661	-	1	alternative acceptor	0.0718696849384639	0.232663972148929	3.74818284135667	0.000294232807065035	0.00226912874564214	0.00768139845429016	0.965807695505628	0.0612314449503614	0.482705558022424	FALSE	FALSE
SNX7	chr1	98701904	98738236	+	1	alternative acceptor	0.83701575644716	-0.116243680076789	-1.10113970925851	0.273402473810638	0.463790879566186	0.0725869463038268	0.45016910570193	0.0601296313202638	0.829640025388377	FALSE	FALSE
SNX7	chr1	98701904	98760053	+	1	alternative acceptor	0.16298424355284	0.116243680076789	1.10113970925851	0.273402473810637	0.463790879566186	-0.0725869463038267	0.45016910570193	-0.0601296313202638	0.829640025388377	FALSE	FALSE
GSTM4	chr1	109671584	109674746	+	1	alternative acceptor	0.509111802607097	-0.0104691686987542	-1.86402523394292	0.0651660803018273	0.157863135500313	0.00460260966105115	0.343484295654107	0.00311872942217815	0.844122950101577	FALSE	FALSE
GSTM2	chr1	109671584	109693205	+	0	alternative acceptor	0.490888197392903	0.0104691686987542	1.86402523394291	0.0651660803018279	0.157863135500313	-0.00460260966105115	0.343484295654107	-0.00311872942217815	0.844122950101577	FALSE	FALSE
AHCYL1	chr1	110009146	110011213	+	1	alternative acceptor	0.753614203990147	0.0178956985040466	0.519900097073488	0.604248791469029	0.778428083252337	0.0274617238806882	0.343484295654107	0.0366075591493157	0.425255625789379	FALSE	FALSE
""	chr1	110009146	110193640	+	0	alternative acceptor	0.246385796009853	-0.0178956985040467	-0.519900097073489	0.604248791469029	0.778428083252337	-0.0274617238806882	0.343484295654107	-0.0366075591493157	0.425255625789379	FALSE	FALSE
ATP5PB	chr1	111449874	111454210	+	1	alternative acceptor	0.941796950316851	0.00164613529256893	0.0208644517867459	0.983394149174057	1	0.0323120741394097	0.718573146449501	0.0387256596244558	0.869621028064469	FALSE	FALSE
ATP5PB	chr1	111449874	111456085	+	1	alternative acceptor	0.0582030496831495	-0.00164613529256882	-0.0208644517867445	0.983394149174058	1	-0.0323120741394097	0.718573146449501	-0.0387256596244558	0.869621028064469	FALSE	FALSE
RHOC	chr1	112703807	112705099	-	1	alternative acceptor	0.903146537309454	-0.0256218007464411	-0.311816901456682	0.755809983487706	0.890705006365513	-0.0402245390580738	0.648089822822384	-0.053488539851899	0.790072509883377	FALSE	FALSE
RHOC	chr1	112703807	112707077	-	1	alternative acceptor	0.0968534626905457	0.0256218007464412	0.311816901456683	0.755809983487704	0.890705006365513	0.0402245390580738	0.648089822822384	0.053488539851899	0.790072509883377	FALSE	FALSE
CSDE1	chr1	114736856	114737470	-	1	alternative acceptor	0.111534009000001	0.0157669691645549	0.557822073948974	0.578176294196394	0.758340754555317	-0.0022953907731003	0.990739151150038	0.000806742271951819	1	FALSE	FALSE
CSDE1	chr1	114736856	114737962	-	1	alternative acceptor	0.888465990999999	-0.0157669691645549	-0.557822073948974	0.578176294196394	0.758340754555317	0.00229539077310032	0.990739151150038	-0.000806742271951799	1	FALSE	FALSE
""	chr1	143382869	143419624	-	1	alternative acceptor	0.280403333135773	-0.0287307580146314	-0.426365603962788	0.670731213815326	0.826206757763826	-0.000837201324875672	1	-0.00742905568928329	1	FALSE	FALSE
""	chr1	143382869	143420072	-	1	alternative acceptor	0.719596666864227	0.0287307580146314	0.426365603962787	0.670731213815326	0.826206757763826	0.000837201324875654	1	0.00742905568928326	1	FALSE	FALSE
""	chr1	143401781	143419624	-	1	alternative acceptor	0.465190029320094	0.0690703142796558	1.64734682399708	0.102534339225877	0.224401086040675	0.000559519453023781	1	0.0161348441015335	0.944113575193574	FALSE	FALSE
""	chr1	143401781	143420072	-	1	alternative acceptor	0.534809970679906	-0.0690703142796558	-1.64734682399708	0.102534339225877	0.224401086040675	-0.000559519453023775	1	-0.0161348441015335	0.944113575193574	FALSE	FALSE
""	chr1	144208476	144245237	-	1	alternative acceptor	0.340183417280142	0.0111939372248657	0.164237986015037	0.869865663269821	0.968629033962744	-0.000293477059413748	1	0.00215888359111409	1	FALSE	FALSE
""	chr1	144208476	144245685	-	1	alternative acceptor	0.659816582719858	-0.0111939372248658	-0.164237986015038	0.869865663269821	0.968629033962744	0.000293477059413744	1	-0.00215888359111409	1	FALSE	FALSE
""	chr1	144227380	144245237	-	1	alternative acceptor	0.552034171718318	0.0436657891421326	1.02768940492823	0.306503320658665	0.503826869772896	0.00275780604977544	1	0.0130541724809274	0.983234759464368	FALSE	FALSE
""	chr1	144227380	144245685	-	1	alternative acceptor	0.447965828281682	-0.0436657891421326	-1.02768940492823	0.306503320658665	0.503826869772896	-0.00275780604977545	1	-0.0130541724809274	0.983234759464368	FALSE	FALSE
""	chr1	144720691	144721060	+	1	alternative acceptor	0.285504909706538	-0.0390686226855143	-0.661871511734623	0.509531648639162	0.699829946248527	0.0189837450919968	0.798373901371683	0.0137844361172871	1	FALSE	FALSE
""	chr1	144720691	144738996	+	1	alternative acceptor	0.287455594651097	0.0593788968366541	1.41875905176407	0.158988158170195	0.31418868444906	0.013743850606439	0.793030961044261	0.0296149499915756	0.745349701160936	FALSE	FALSE
""	chr1	144720691	144757915	+	1	alternative acceptor	0.427039495642365	-0.00243723512542375	-0.0464195676683765	0.963065723002737	1	-0.0188386935939596	0.766247134753445	-0.0229089001052212	0.916595151474288	FALSE	FALSE
""	chr1	144721139	144738996	+	1	alternative acceptor	0.618445703099539	0.0847100899490667	1.18122453897047	0.240233807509824	0.41834878614486	0.0195587016665612	0.837889846895872	0.042191415625548	0.801020692772742	FALSE	FALSE
""	chr1	144721139	144757915	+	1	alternative acceptor	0.381554296900461	-0.0847100899490667	-1.18122453897047	0.240233807509824	0.41834878614486	-0.0195587016665612	0.837889846895872	-0.042191415625548	0.801020692772742	FALSE	FALSE
SRGAP2B	chr1	144914755	144955438	-	1	alternative acceptor	0.824331780950445	-0.178044403206309	-1.01091979842512	0.314423736141144	0.511898097949273	-0.0292560847107569	0.928595471495225	-0.0746083658481099	0.91701834432199	FALSE	FALSE
SRGAP2B	chr1	144914755	145092834	-	1	alternative acceptor	0.175668219049556	0.178044403206309	1.01091979842512	0.314423736141144	0.511898097949273	0.0292560847107569	0.928595471495225	0.0746083658481099	0.91701834432199	FALSE	FALSE
NBPF20	chr1	145393936	145394977	-	1	alternative acceptor	0.500146031076823	0.000170799848601456	0.0465643424217944	0.962950615167525	1	9.64890593013168e-05	1	0.000152796484242151	1	FALSE	FALSE
""	chr1	145393936	145580689	-	0	alternative acceptor	0.499853968923177	-0.000170799848601456	-0.0465643424217946	0.962950615167525	1	-9.64890593013213e-05	1	-0.000152796484242157	1	FALSE	FALSE
NBPF20	chr1	145399101	145400388	-	1	alternative acceptor	0.714444961809558	0.0573783323701929	1.43407362779463	0.154580242025106	0.309798116162278	-0.00316511442029031	0.993800733214574	0.00909459544173989	1	FALSE	FALSE
""	chr1	145399101	145586090	-	0	alternative acceptor	0.285555038190443	-0.0573783323701928	-1.43407362779463	0.154580242025106	0.309798116162278	0.00316511442029031	0.993800733214574	-0.00909459544173989	1	FALSE	FALSE
NBPF10	chr1	146067289	146068002	-	1	alternative acceptor	0.25	1.33155420679478e-17	3.6454131553499e-15	0.999999999999997	1	-4.76592037454814e-18	1	-2.67504964931411e-18	1	FALSE	FALSE
NBPF10	chr1	146067289	146072728	-	0	alternative acceptor	0.25	1.33155420679478e-17	3.6454131553499e-15	0.999999999999997	1	-4.76592037454814e-18	1	-2.67504964931411e-18	1	FALSE	FALSE
NBPF10	chr1	146067289	146077466	-	0	alternative acceptor	0.25	1.33155420679478e-17	3.6454131553499e-15	0.999999999999997	1	-4.76592037454814e-18	1	-2.67504964931411e-18	1	FALSE	FALSE
NBPF10	chr1	146067289	146082196	-	0	alternative acceptor	0.25	1.33155420679478e-17	3.6454131553499e-15	0.999999999999997	1	-4.76592037454814e-18	1	-2.67504964931411e-18	1	FALSE	FALSE
NBPF14	chr1	148533970	148534683	-	1	alternative acceptor	0.226215317664381	0.0220202666219881	1.88023596027986	0.0629013172602141	0.153423240707488	-0.00466465317697845	0.72977551125966	-0.000605117858148977	1	FALSE	FALSE
NBPF14	chr1	148533970	148539409	-	0	alternative acceptor	0.226215317664381	0.0220202666219881	1.88023596027986	0.0629013172602141	0.153423240707488	-0.00466465317697845	0.72977551125966	-0.000605117858148977	1	FALSE	FALSE
NBPF14	chr1	148533970	148542553	-	0	alternative acceptor	0.0951387293424779	-0.148190234581767	-1.91922263342635	0.0577236744379823	0.143089079273745	0.0521722511175969	0.467803958187632	0.0287402766487479	0.95020865976266	FALSE	FALSE
NBPF14	chr1	148533970	148544123	-	0	alternative acceptor	0.226215317664381	0.0220202666219881	1.88023596027986	0.0629013172602141	0.153423240707488	-0.00466465317697845	0.72977551125966	-0.000605117858148977	1	FALSE	FALSE
NBPF14	chr1	148533970	148548831	-	0	alternative acceptor	0.226215317664381	0.0220202666219881	1.88023596027986	0.0629013172602141	0.153423240707488	-0.00466465317697845	0.72977551125966	-0.000605117858148977	1	FALSE	FALSE
NBPF14	chr1	148541840	148542553	-	1	alternative acceptor	0.5	0	0	1	1	0	1	0	1	FALSE	FALSE
NBPF14	chr1	148541840	148556689	-	0	alternative acceptor	0.5	0	0	1	1	0	1	0	1	FALSE	FALSE
NBPF9	chr1	149073871	149075654	-	1	alternative acceptor		-0.336289081217408	-2.16044566504269	0.0331030858903158	0.0936008707715374	0.116853388906122	0.404856144971538	0.064154065249001	0.920556389031575	FALSE	FALSE
